state_abbr,county_name,venue_rating
KY,Lyon,Neutral
KY,McCracken,Neutral
KY,McCreary,Plaintiff
KY,McLean,Neutral
KY,Madison,Neutral
KY,Magoffin,Plaintiff
KY,Marion,Defense
KY,Marshall,Neutral
KY,Martin,Plaintiff
KY,Mason,Defense
KY,Meade,Defense
KY,Menifee,Neutral
KY,Mercer,Defense
KY,Metcalfe,Neutral
KY,Monroe,Defense
KY,Montgomery,Defense
KY,Morgan,Plaintiff
KY,Muhlenberg,Neutral
KY,Nelson,Neutral
KY,Nicholas,Defense
KY,Ohio,Neutral
KY,Oldham,Defense
KY,Owen,Defense
KY,Owsley,Plaintiff
KY,Pendleton,Defense
KY,Perry,Plaintiff
KY,Pike,Plaintiff
KY,Powell,Plaintiff
KY,Pulaski,Plaintiff
KY,Robertson,Defense
KY,Rockcastle,Neutral
KY,Rowan,Defense
KY,Russell,Neutral
KY,Scott,Defense
KY,Shelby,Neutral
KY,Simpson,Defense
KY,Spencer,Defense
KY,Taylor,Defense
KY,Todd,Neutral
KY,Trigg,Neutral
KY,Trimble,Neutral
KY,Union,Neutral
KY,Warren,Defense
KY,Washington,Defense
KY,Wayne,Plaintiff
KY,Webster,Neutral
KY,Whitley,Plaintiff
KY,Wolfe,Plaintiff
KY,Woodford,Defense
LA,Acadia,Neutral
LA,Allen,Plaintiff
LA,Ascension,Plaintiff
LA,Assumption,Plaintiff
LA,Avoyelles,Plaintiff
LA,Beauregard,Neutral
LA,Bienville,Defense
LA,Bossier,Defense
LA,Caddo,Neutral
LA,Calcasieu,Plaintiff
LA,Caldwell,Neutral
LA,Cameron,Plaintiff
LA,Catahoula,Plaintiff
LA,Claiborne,Defense
LA,Concordia,Plaintiff
LA,De Soto,Defense
LA,East Baton Rouge,Plaintiff
LA,East Carroll,Plaintiff
LA,East Feliciana,Neutral
LA,Evangeline,Plaintiff
LA,Franklin,Plaintiff
LA,Grant,Plaintiff
LA,Iberia,Neutral
LA,Iberville,Plaintiff
LA,Jackson,Neutral
LA,Jefferson,Defense
LA,Jefferson Davis,Plaintiff
LA,La Salle,Plaintiff
LA,Lafayette,Plaintiff
LA,Lafourche,Neutral
LA,Lincoln,Defense
LA,Livingston,Neutral
LA,Madison,Plaintiff
LA,Morehouse,Plaintiff
LA,Natchitoches,Plaintiff
LA,Orleans,Plaintiff
LA,Ouachita,Neutral
LA,Plaquemines,Neutral
LA,Pointe Coupee,Plaintiff
LA,Rapides,Plaintiff
LA,Red River,Defense
LA,Richland,Plaintiff
LA,Sabine,Defense
LA,St. Bernard,Plaintiff
LA,St. Charles,Plaintiff
LA,St. Helena,Neutral
LA,St. James,Plaintiff
LA,St. John The Baptist,Plaintiff
LA,St. Landry,Plaintiff
LA,St. Martin,Neutral
LA,St. Mary,Neutral
LA,St. Tammany,Defense
LA,Tangipahoa,Neutral
LA,Tensas,Plaintiff
LA,Terrebonne,Neutral
LA,Union,Neutral
LA,Vermilion,Neutral
LA,Vernon,Defense
LA,Washington,Neutral
LA,Webster,Defense
LA,West Baton Rouge,Plaintiff
LA,West Carroll,Plaintiff
LA,West Feliciana,Neutral
LA,Winn,Neutral
MA,Barnstable,Defense
MA,Berkshire,Neutral
MA,Bristol,Defense
MA,Dukes,Defense
MA,Essex,Neutral
MA,Franklin,Neutral
MA,Hampden,Plaintiff
MA,Hampshire,Defense
MA,Middlesex,Plaintiff
MA,Nantucket,Defense
MA,Norfolk,Defense
MA,Plymouth,Plaintiff
MA,Suffolk,Plaintiff
MA,Worcester,Defense
MD,Allegany,Defense
MD,Anne Arundel,Neutral
MD,Baltimore,Neutral
MD,Baltimore City,Plaintiff
MD,Calvert,Neutral
MD,Caroline,Defense
MD,Carroll,Defense
MD,Cecil,Defense
MD,Charles,Plaintiff
MD,Dorchester,Defense
MD,Frederick,Defense
MD,Garrett,Defense
MD,Harford,Defense
MD,Howard,Neutral
MD,Kent,Defense
MD,Montgomery,Neutral
MD,Prince George's,Plaintiff
MD,Queen Anne's,Defense
MD,St. Mary's,Defense
MD,Somerset,Defense
MD,Talbot,Defense
MD,Washington,Defense
MD,Wicomico,Defense
MD,Worcester,Defense
ME,Androscoggin,Plaintiff
ME,Aroostook,Defense
ME,Cumberland,Plaintiff
ME,Franklin,Neutral
ME,Hancock,Neutral
ME,Kennebec,Defense
ME,Knox,Neutral
ME,Lincoln,Neutral
ME,Oxford,Neutral
ME,Penobscot,Neutral
ME,Piscataquis,Defense
ME,Sagadahoc,Neutral
ME,Somerset,Neutral
ME,Waldo,Neutral
ME,Washington,Defense
ME,York,Plaintiff
MI,Alcona,Defense
MI,Alger,Defense
MI,Allegan,Neutral
MI,Alpena,Defense
MI,Antrim,Defense
MI,Arenac,Defense
MI,Baraga,Defense
MI,Barry,Defense
MI,Bay,Neutral
MI,Benzie,Defense
MI,Berrien,Neutral
MI,Branch,Defense
MI,Calhoun,Neutral
MI,Cass,Defense
MI,Charlevoix,Defense
MI,Cheboygan,Defense
MI,Chippewa,Neutral
MI,Clare,Neutral
MI,Clinton,Neutral
MI,Crawford,Neutral
MI,Delta,Neutral
MI,Dickinson,Plaintiff
MI,Eaton,Defense
MI,Emmet,Defense
MI,Genesee,Plaintiff
MI,Gladwin,Defense
MI,Gogebic,Defense
MI,Grand Traverse,Neutral
MI,Gratiot,Neutral
MI,Hillsdale,Defense
MI,Houghton,Neutral
MI,Huron,Defense
MI,Ingham,Plaintiff
MI,Ionia,Neutral
MI,Iosco,Defense
MI,Iron,Neutral
MI,Isabella,Neutral
MI,Jackson,Neutral
MI,Kalamazoo,Neutral
MI,Kalkaska,Defense
MI,Kent,Neutral
MI,Keweenaw,Defense
MI,Lake,Defense
MI,Lapeer,Neutral
MI,Leelanau,Neutral
MI,Lenawee,Defense
MI,Livingston,Neutral
MI,Luce,Neutral
MI,Mackinac,Neutral
MI,Macomb,Neutral
MI,Manistee,Defense
MI,Marquette,Neutral
MI,Mason,Defense
MI,Mecosta,Neutral
MI,Menominee,Defense
MI,Midland,Neutral
MI,Missaukee,Defense
MI,Monroe,Neutral
MI,Montcalm,Defense
MI,Montmorency,Defense
MI,Muskegon,Neutral
MI,Newaygo,Defense
MI,Oakland,Plaintiff
MI,Oceana,Defense
MI,Ogemaw,Defense
MI,Ontonagon,Defense
MI,Osceola,Defense
MI,Oscoda,Defense
MI,Otsego,Defense
MI,Ottawa,Neutral
MI,Presque Isle,Defense
MI,Roscommon,Defense
MI,Saginaw,Neutral
MI,St. Clair,Neutral
MI,St. Joseph,Neutral
MI,Sanilac,Neutral
MI,Schoolcraft,Defense
MI,Shiawassee,Defense
MI,Tuscola,Neutral
MI,Van Buren,Defense
MI,Washtenaw,Plaintiff
MI,Wayne,Plaintiff
MI,Wexford,Defense
MN,Aitkin,Neutral
MN,Anoka,Neutral
MN,Becker,Neutral
MN,Beltrami,Plaintiff
MN,Benton,Neutral
MN,Big Stone,Neutral
MN,Blue Earth,Neutral
MN,Brown,Neutral
MN,Carlton,Neutral
MN,Carver,Neutral
MN,Cass,Plaintiff
MN,Chippewa,Neutral
MN,Chisago,Neutral
MN,Clay,Neutral
MN,Clearwater,Neutral
MN,Cook,Plaintiff
MN,Cottonwood,Neutral
MN,Crow Wing,Neutral
MN,Dakota,Plaintiff
MN,Dodge,Neutral
MN,Douglas,Neutral
MN,Faribault,Neutral
MN,Fillmore,Neutral
MN,Freeborn,Neutral
MN,Goodhue,Neutral
MN,Grant,Neutral
MN,Hennepin,Plaintiff
MN,Houston,Neutral
MN,Hubbard,Neutral
MN,Isanti,Neutral
MN,Itasca,Plaintiff
MN,Jackson,Neutral
MN,Kanabec,Neutral
MN,Kandiyohi,Neutral
MN,Kittson,Plaintiff
MN,Koochiching,Plaintiff
MN,Lac Qui Parle,Neutral
MN,Lake,Plaintiff
MN,Lake Of The Wood,Neutral
MN,Le Sueur,Neutral
MN,Lincoln,Neutral
MN,Lyon,Neutral
MN,Mahnomen,Neutral
MN,Marshall,Neutral
MN,Martin,Neutral
MN,McLeod,Neutral
MN,Meeker,Neutral
MN,Mille Lacs,Neutral
MN,Morrison,Neutral
MN,Mower,Neutral
MN,Murray,Neutral
MN,Nicollet,Neutral
MN,Nobles,Neutral
MN,Norman,Neutral
MN,Olmsted,Defense
MN,Otter Tail,Neutral
MN,Pennington,Neutral
MN,Pine,Neutral
MN,Pipestone,Neutral
MN,Polk,Neutral
MN,Pope,Neutral
MN,Ramsey,Plaintiff
MN,Red Lake,Neutral
MN,Redwood,Neutral
MN,Renville,Neutral
MN,Rice,Neutral
MN,Rock,Neutral
MN,Roseau,Neutral
MN,St. Louis,Plaintiff
MN,Scott,Neutral
MN,Sherburne,Neutral
MN,Sibley,Neutral
MN,Stearns,Neutral
MN,Steele,Neutral
MN,Stevens,Neutral
MN,Swift,Neutral
MN,Todd,Neutral
MN,Traverse,Neutral
MN,Wabasha,Neutral
MN,Wadena,Neutral
MN,Waseca,Neutral
MN,Washington,Neutral
MN,Watonwan,Neutral
MN,Wilkin,Neutral
MN,Winona,Neutral
MN,Wright,Neutral
MN,Yellow Medicine,Neutral
MO,Adair,Defense
MO,Andrew,Neutral
MO,Atchison,Defense
MO,Audrain,Defense
MO,Barry,Defense
MO,Barton,Defense
MO,Bates,Defense
MO,Benton,Defense
MO,Bollinger,Defense
MO,Boone,Neutral
MO,Buchanan,Neutral
MO,Butler,Defense
MO,Caldwell,Defense
MO,Callaway,Defense
MO,Camden,Neutral
MO,Cape Girardeau,Neutral
MO,Carroll,Defense
MO,Carter,Defense
MO,Cass,Plaintiff
MO,Cedar,Defense
MO,Chariton,Defense
MO,Christian,Neutral
MO,Clark,Defense
MO,Clay,Plaintiff
MO,Clinton,Defense
MO,Cole,Neutral
MO,Cooper,Defense
MO,Crawford,Defense
MO,Dade,Defense
MO,Dallas,Defense
MO,Daviess,Defense
MO,De Kalb,Defense
MO,Dent,Defense
MO,Douglas,Defense
MO,Dunklin,Defense
MO,Franklin,Neutral
MO,Gasconade,Defense
MO,Gentry,Defense
MO,Greene,Neutral
MO,Grundy,Defense
MO,Harrison,Defense
MO,Henry,Defense
MO,Hickory,Defense
MO,Holt,Defense
MO,Howard,Defense
MO,Howell,Defense
MO,Iron,Defense
MO,Jackson,Plaintiff
MO,Jasper,Neutral
MO,Jefferson,Neutral
MO,Johnson,Neutral
MO,Knox,Defense
MO,Laclede,Defense
MO,Lafayette,Neutral
MO,Lawrence,Defense
MO,Lewis,Defense
MO,Lincoln,Defense
MO,Linn,Defense
MO,Livingston,Defense
MO,Macon,Defense
MO,Madison,Defense
MO,Maries,Defense
MO,Marion,Defense
MO,McDonald,Defense
MO,Mercer,Defense
MO,Miller,Defense
MO,Mississippi,Defense
MO,Moniteau,Defense
MO,Monroe,Defense
MO,Montgomery,Defense
MO,Morgan,Defense
MO,New Madrid,Defense
MO,Newton,Defense
MO,Nodaway,Defense
MO,Oregon,Defense
MO,Osage,Defense
MO,Ozark,Defense
MO,Pemiscot,Defense
MO,Perry,Defense
MO,Pettis,Defense
MO,Phelps,Defense
MO,Pike,Neutral
MO,Platte,Plaintiff
MO,Polk,Neutral
MO,Pulaski,Neutral
MO,Putnam,Defense
MO,Ralls,Defense
MO,Randolph,Defense
MO,Ray,Defense
MO,Reynolds,Defense
MO,Ripley,Defense
MO,St. Charles,Neutral
MO,St. Clair,Defense
MO,Ste. Genevieve,Defense
MO,St. Francois,Defense
MO,St. Louis,Neutral
MO,St. Louis City,Plaintiff
MO,Saline,Defense
MO,Schuyler,Defense
MO,Scotland,Defense
MO,Scott,Defense
MO,Shannon,Defense
MO,Shelby,Defense
MO,Stoddard,Defense
MO,Stone,Defense
MO,Sullivan,Defense
MO,Taney,Defense
MO,Texas,Defense
MO,Vernon,Defense
MO,Warren,Defense
MO,Washington,Defense
MO,Wayne,Defense
MO,Webster,Defense
MO,Worth,Defense
MO,Wright,Defense
MS,Adams,Plaintiff
MS,Alcorn,Defense
MS,Amite,Neutral
MS,Attala,Neutral
MS,Benton,Neutral
MS,Bolivar,Plaintiff
MS,Calhoun,Neutral
MS,Carroll,Neutral
MS,Chickasaw,Neutral
MS,Choctaw,Neutral
MS,Claiborne,Plaintiff
MS,Clarke,Neutral
MS,Clay,Neutral
MS,Coahoma,Plaintiff
MS,Copiah,Neutral
MS,Covington,Neutral
MS,De Soto,Defense
MS,Forrest,Neutral
MS,Franklin,Neutral
MS,George,Neutral
MS,Greene,Defense
MS,Grenada,Neutral
MS,Hancock,Defense
MS,Harrison,Neutral
MS,Hinds,Plaintiff
MS,Holmes,Plaintiff
MS,Humphreys,Plaintiff
MS,Issaquena,Plaintiff
MS,Itawamba,Neutral
MS,Jackson,Plaintiff
MS,Jasper,Plaintiff
MS,Jefferson,Plaintiff
MS,Jefferson Davis,Plaintiff
MS,Jones,Plaintiff
MS,Kemper,Neutral
MS,Lafayette,Neutral
MS,Lamar,Neutral
MS,Lauderdale,Defense
MS,Lawrence,Neutral
MS,Leake,Neutral
MS,Lee,Defense
MS,Leflore,Plaintiff
MS,Lincoln,Neutral
MS,Lowndes,Neutral
MS,Madison,Neutral
MS,Marion,Neutral
MS,Marshall,Neutral
MS,Monroe,Neutral
MS,Montgomery,Neutral
MS,Neshoba,Neutral
MS,Newton,Neutral
MS,Noxubee,Plaintiff
MS,Oktibbeha,Neutral
MS,Panola,Plaintiff
MS,Pearl River,Defense
MS,Perry,Neutral
MS,Pike,Neutral
MS,Pontotoc,Defense
MS,Prentiss,Defense
MS,Quitman,Plaintiff
MS,Rankin,Defense
MS,Scott,Neutral
MS,Sharkey,Plaintiff
MS,Simpson,Neutral
MS,Smith,Plaintiff
MS,Stone,Neutral
MS,Sunflower,Plaintiff
MS,Tallahatchie,Plaintiff
MS,Tate,Defense
MS,Tippah,Defense
MS,Tishomingo,Defense
MS,Tunica,Plaintiff
MS,Union,Defense
MS,Walthall,Neutral
MS,Warren,Plaintiff
MS,Washington,Plaintiff
MS,Wayne,Defense
MS,Webster,Defense
MS,Wilkinson,Plaintiff
MS,Winston,Neutral
MS,Yalobusha,Neutral
MS,Yazoo,Plaintiff
MT,Beaverhead,Neutral
MT,Big Horn,Defense
MT,Blaine,Defense
MT,Broadwater,Neutral
MT,Carbon,Defense
MT,Carter,Defense
MT,Cascade,Plaintiff
MT,Chouteau,Defense
MT,Custer,Defense
MT,Daniels,Defense
MT,Dawson,Defense
MT,Deer Lodge,Plaintiff
MT,Fallon,Defense
MT,Fergus,Neutral
MT,Flathead,Defense
MT,Gallatin,Neutral
MT,Garfield,Defense
MT,Glacier,Defense
MT,Golden Valley,Defense
MT,Granite,Defense
MT,Hill,Neutral
MT,Jefferson,Neutral
MT,Judith Basin,Defense
MT,Lake,Neutral
MT,Lewis And Clark,Neutral
MT,Liberty,Defense
MT,Lincoln,Neutral
MT,Madison,Defense
MT,McCone,Defense
MT,Meagher,Defense
MT,Mineral,Defense
MT,Missoula,Neutral
MT,Musselshell,Neutral
MT,Park,Neutral
MT,Petroleum,Defense
MT,Phillips,Defense
MT,Pondera,Defense
MT,Powder River,Defense
MT,Powell,Neutral
MT,Prairie,Defense
MT,Ravalli,Defense
MT,Richland,Neutral
MT,Roosevelt,Defense
MT,Rosebud,Defense
MT,Sanders,Defense
MT,Sheridan,Defense
MT,Silver Bow,Plaintiff
MT,Stillwater,Neutral
MT,Sweet Grass,Defense
MT,Teton,Defense
MT,Toole,Defense
MT,Treasure,Defense
MT,Valley,Defense
MT,Wheatland,Defense
MT,Wibaux,Defense
MT,Yellowstone,Neutral
MT,Yellowstone National Park,Defense
NC,Alamance,Neutral
NC,Alexander,Neutral
NC,Alleghany,Neutral
NC,Anson,Plaintiff
NC,Ashe,Defense
NC,Avery,Neutral
NC,Beaufort,Neutral
NC,Bertie,Plaintiff
NC,Bladen,Neutral
NC,Brunswick,Neutral
NC,Buncombe,Plaintiff
NC,Burke,Defense
NC,Cabarrus,Defense
NC,Caldwell,Defense
NC,Camden,Neutral
NC,Carteret,Plaintiff
NC,Caswell,Neutral
NC,Catawba,Neutral
NC,Chatham,Neutral
NC,Cherokee,Defense
NC,Chowan,Neutral
NC,Clay,Defense
NC,Cleveland,Defense
NC,Columbus,Neutral
NC,Craven,Neutral
NC,Cumberland,Plaintiff
NC,Currituck,Plaintiff
NC,Dare,Defense
NC,Davidson,Defense
NC,Davie,Defense
NC,Duplin,Neutral
NC,Durham,Plaintiff
NC,Edgecombe,Plaintiff
NC,Forsyth,Neutral
NC,Franklin,Neutral
NC,Gaston,Neutral
NC,Gates,Neutral
NC,Graham,Defense
NC,Granville,Neutral
NC,Greene,Neutral
NC,Guilford,Neutral
NC,Halifax,Neutral
NC,Harnett,Neutral
NC,Haywood,Neutral
NC,Henderson,Neutral
NC,Hertford,Plaintiff
NC,Hoke,Plaintiff
NC,Hyde,Defense
NC,Iredell,Neutral
NC,Jackson,Defense
NC,Johnston,Defense
NC,Jones,Neutral
NC,Lee,Defense
NC,Lenoir,Plaintiff
NC,Lincoln,Neutral
NC,McDowell,Neutral
NC,Macon,Defense
NC,Madison,Neutral
NC,Martin,Neutral
NC,Mecklenburg,Neutral
NC,Mitchell,Neutral
NC,Montgomery,Neutral
NC,Moore,Neutral
NC,Nash,Defense
NC,New Hanover,Defense
NC,Northampton,Neutral
NC,Onslow,Neutral
NC,Orange,Plaintiff
NC,Pamlico,Neutral
NC,Pasquotank,Neutral
NC,Pender,Neutral
NC,Perquimans,Neutral
NC,Person,Neutral
NC,Pitt,Neutral
NC,Polk,Neutral
NC,Randolph,Defense
NC,Richmond,Plaintiff
NC,Robeson,Plaintiff
NC,Rockingham,Defense
NC,Rowan,Neutral
NC,Rutherford,Neutral
NC,Sampson,Defense
NC,Scotland,Plaintiff
NC,Stanly,Neutral
NC,Stokes,Defense
NC,Surry,Defense
NC,Swain,Defense
NC,Transylvania,Defense
NC,Tyrrell,Neutral
NC,Union,Neutral
NC,Vance,Neutral
NC,Wake,Defense
NC,Warren,Plaintiff
NC,Washington,Neutral
NC,Watauga,Plaintiff
NC,Wayne,Defense
NC,Wilkes,Neutral
NC,Wilson,Plaintiff
NC,Yadkin,Neutral
NC,Yancey,Neutral
ND,Adams,Defense
ND,Barnes,Defense
ND,Benson,Defense
ND,Billings,Defense
ND,Bottineau,Defense
ND,Bowman,Defense
ND,Burke,Defense
ND,Burleigh,Defense
ND,Cass,Defense
ND,Cavalier,Defense
ND,Dickey,Defense
ND,Divide,Defense
ND,Dunn,Defense
ND,Eddy,Defense
ND,Emmons,Defense
ND,Foster,Defense
ND,Golden Valley,Defense
ND,Grand Forks,Defense
ND,Grant,Defense
ND,Griggs,Defense
ND,Hettinger,Defense
ND,Kidder,Defense
ND,LaMoure,Defense
ND,Logan,Defense
ND,McHenry,Defense
ND,McIntosh,Defense
ND,McKenzie,Defense
ND,McLean,Defense
ND,Mercer,Defense
ND,Morton,Defense
ND,Mountrail,Defense
ND,Nelson,Defense
ND,Oliver,Defense
ND,Pembina,Defense
ND,Pierce,Defense
ND,Ramsey,Defense
ND,Ransom,Defense
ND,Renville,Defense
ND,Richland,Defense
ND,Rolette,Defense
ND,Sargent,Defense
ND,Sheridan,Defense
ND,Sioux,Defense
ND,Slope,Defense
ND,Stark,Defense
ND,Steele,Defense
ND,Stutsman,Defense
ND,Towner,Defense
ND,Traill,Defense
ND,Walsh,Defense
ND,Ward,Defense
ND,Wells,Defense
ND,Williams,Defense
NE,Adams,Defense
NE,Antelope,Defense
NE,Arthur,Defense
NE,Banner,Defense
NE,Blaine,Defense
NE,Boone,Defense
NE,Box Butte,Defense
NE,Boyd,Defense
NE,Brown,Defense
NE,Buffalo,Defense
NE,Burt,Defense
NE,Butler,Defense
NE,Cass,Defense
NE,Cedar,Defense
NE,Chase,Defense
NE,Cherry,Defense
NE,Cheyenne,Defense
NE,Clay,Defense
NE,Colfax,Defense
NE,Cuming,Defense
NE,Custer,Defense
NE,Dakota,Defense
NE,Dawes,Defense
NE,Dawson,Defense
NE,Deuel,Defense
NE,Dixon,Defense
NE,Dodge,Defense
NE,Douglas,Plaintiff
NE,Dundy,Defense
NE,Fillmore,Defense
NE,Franklin,Defense
NE,Frontier,Defense
NE,Furnas,Defense
NE,Gage,Defense
NE,Garden,Defense
NE,Garfield,Defense
NE,Gosper,Defense
NE,Grant,Defense
NE,Greeley,Defense
NE,Hall,Defense
NE,Hamilton,Defense
NE,Harlan,Defense
NE,Hayes,Defense
NE,Hitchcock,Defense
NE,Holt,Defense
NE,Hooker,Defense
NE,Howard,Defense
NE,Jefferson,Defense
NE,Johnson,Defense
NE,Kearney,Defense
NE,Keith,Defense
NE,Keya Paha,Defense
NE,Kimball,Defense
NE,Knox,Defense
NE,Lancaster,Plaintiff
NE,Lincoln,Defense
NE,Logan,Defense
NE,Loup,Defense
NE,McPherson,Defense
NE,Madison,Defense
NE,Merrick,Defense
NE,Morrill,Defense
NE,Nance,Defense
NE,Nemaha,Defense
NE,Nuckolls,Defense
NE,Otoe,Defense
NE,Pawnee,Defense
NE,Perkins,Defense
NE,Phelps,Defense
NE,Pierce,Defense
NE,Platte,Defense
NE,Polk,Defense
NE,Red Willow,Defense
NE,Richardson,Defense
NE,Rock,Defense
NE,Saline,Defense
NE,Sarpy,Defense
NE,Saunders,Defense
NE,Scotts Bluff,Plaintiff
NE,Seward,Defense
NE,Sheridan,Defense
NE,Sherman,Defense
NE,Sioux,Defense
NE,Stanton,Defense
NE,Thayer,Defense
NE,Thomas,Defense
NE,Thurston,Defense
NE,Valley,Defense
NE,Washington,Defense
NE,Wayne,Defense
NE,Webster,Defense
NE,Wheeler,Defense
NE,York,Defense
NH,Belknap,Neutral
NH,Carroll,Neutral
NH,Cheshire,Plaintiff
NH,Coos,Defense
NH,Grafton,Neutral
NH,Hillsborough,Plaintiff
NH,Merrimack,Plaintiff
NH,Rockingham,Neutral
NH,Strafford,Neutral
NH,Sullivan,Defense
NJ,Atlantic,Plaintiff
NJ,Bergen,Neutral
NJ,Burlington,Defense
NJ,Camden,Plaintiff
NJ,Cape May,Defense
NJ,Cumberland,Defense
NJ,Essex,Plaintiff
NJ,Gloucester,Neutral
NJ,Hudson,Plaintiff
NJ,Hunterdon,Defense
NJ,Mercer,Plaintiff
NJ,Middlesex,Plaintiff
NJ,Monmouth,Defense
NJ,Morris,Defense
NJ,Ocean,Defense
NJ,Passaic,Neutral
NJ,Salem,Defense
NJ,Somerset,Neutral
NJ,Sussex,Defense
NJ,Union,Plaintiff
NJ,Warren,Defense
NM,Bernalillo,Neutral
NM,Catron,Defense
NM,Chaves,Defense
NM,Cibola,Neutral
NM,Colfax,Defense
NM,Curry,Defense
NM,De Baca,Neutral
NM,Dona Ana,Neutral
NM,Eddy,Defense
NM,Grant,Neutral
NM,Guadalupe,Neutral
NM,Harding,Neutral
NM,Hidalgo,Neutral
NM,Lea,Defense
NM,Lincoln,Defense
NM,Los Alamos,Defense
NM,Luna,Neutral
NM,McKinley,Plaintiff
NM,Mora,Plaintiff
NM,Otero,Neutral
NM,Quay,Defense
NM,Rio Arriba,Plaintiff
NM,Roosevelt,Defense
NM,Sandoval,Neutral
NM,San Juan,Defense
NM,San Miguel,Plaintiff
NM,Santa Fe,Plaintiff
NM,Sierra,Defense
NM,Socorro,Neutral
NM,Taos,Plaintiff
NM,Torrance,Neutral
NM,Union,Defense
NM,Valencia,Neutral
NV,Carson City,Neutral
NV,Churchill,Neutral
NV,Clark,Plaintiff
NV,Douglas,Defense
NV,Elko,Defense
NV,Esmeralda,Defense
NV,Eureka,Defense
NV,Humboldt,Defense
NV,Lander,Neutral
NV,Lincoln,Defense
NV,Lyon,Neutral
NV,Mineral,Neutral
NV,Nye,Defense
NV,Pershing,Neutral
NV,Storey,Neutral
NV,Washoe,Plaintiff
NV,White Pine,Defense
NY,Albany,Neutral
NY,Allegany,Defense
NY,Bronx,Plaintiff
NY,Broome,Neutral
NY,Cattaraugus,Neutral
NY,Cayuga,Neutral
NY,Chautauqua,Neutral
NY,Chemung,Defense
NY,Chenango,Defense
NY,Clinton,Defense
NY,Columbia,Neutral
NY,Cortland,Neutral
NY,Delaware,Neutral
NY,Dutchess,Neutral
NY,Erie,Plaintiff
NY,Essex,Defense
NY,Franklin,Defense
NY,Fulton,Defense
NY,Genesee,Defense
NY,Greene,Neutral
NY,Hamilton,Defense
NY,Herkimer,Defense
NY,Jefferson,Neutral
NY,Kings,Plaintiff
NY,Lewis,Defense
NY,Livingston,Defense
NY,Madison,Defense
NY,Monroe,Neutral
NY,Montgomery,Defense
NY,Nassau,Neutral
NY,New York City,Neutral
NY,Niagara,Plaintiff
NY,Oneida,Neutral
NY,Onondaga,Neutral
NY,Ontario,Neutral
NY,Orange,Defense
NY,Orleans,Defense
NY,Oswego,Neutral
NY,Otsego,Defense
NY,Putnam,Neutral
NY,Queens,Plaintiff
NY,Rensselaer,Neutral
NY,Richmond,Defense
NY,Rockland,Defense
NY,St. Lawrence,Defense
NY,Saratoga,Neutral
NY,Schenectady,Neutral
NY,Schoharie,Defense
NY,Schuyler,Defense
NY,Seneca,Defense
NY,Steuben,Defense
NY,Suffolk,Defense
NY,Sullivan,Defense
NY,Tioga,Defense
NY,Tompkins,Neutral
NY,Ulster,Neutral
NY,Warren,Defense
NY,Washington,Defense
NY,Wayne,Defense
NY,Westchester,Defense
NY,Wyoming,Defense
NY,Yates,Defense
OH,Adams,Neutral
OH,Allen,Neutral
OH,Ashland,Defense
OH,Ashtabula,Plaintiff
OH,Athens,Defense
OH,Auglaize,Defense
OH,Belmont,Defense
OH,Brown,Neutral
OH,Butler,Defense
OH,Carroll,Defense
OH,Champaign,Neutral
OH,Clark,Neutral
OH,Clermont,Defense
OH,Clinton,Neutral
OH,Columbiana,Neutral
OH,Coshocton,Defense
OH,Crawford,Neutral
OH,Cuyahoga,Plaintiff
OH,Darke,Defense
OH,Defiance,Defense
OH,Delaware,Neutral
OH,Erie,Defense
OH,Fairfield,Defense
OH,Fayette,Neutral
OH,Franklin,Neutral
OH,Fulton,Neutral
OH,Gallia,Defense
OH,Geauga,Neutral
OH,Greene,Neutral
OH,Guernsey,Plaintiff
OH,Hamilton,Defense
OH,Hancock,Defense
OH,Hardin,Defense
OH,Harrison,Defense
OH,Henry,Neutral
OH,Highland,Neutral
OH,Hocking,Defense
OH,Holmes,Defense
OH,Huron,Defense
OH,Jackson,Neutral
OH,Jefferson,Plaintiff
OH,Knox,Defense
OH,Lake,Defense
OH,Lawrence,Neutral
OH,Licking,Defense
OH,Logan,Defense
OH,Lorain,Neutral
OH,Lucas,Plaintiff
OH,Madison,Neutral
OH,Mahoning,Plaintiff
OH,Marion,Defense
OH,Medina,Neutral
OH,Meigs,Neutral
OH,Mercer,Defense
OH,Miami,Defense
OH,Monroe,Neutral
OH,Montgomery,Neutral
OH,Morgan,Neutral
OH,Morrow,Defense
OH,Muskingum,Defense
OH,Noble,Neutral
OH,Ottawa,Neutral
OH,Paulding,Defense
OH,Perry,Defense
OH,Pickaway,Defense
OH,Pike,Neutral
OH,Portage,Defense
OH,Preble,Defense
OH,Putnam,Defense
OH,Richland,Defense
OH,Ross,Neutral
OH,Sandusky,Neutral
OH,Scioto,Neutral
OH,Seneca,Defense
OH,Shelby,Defense
OH,Stark,Plaintiff
OH,Summit,Plaintiff
OH,Trumbull,Plaintiff
OH,Tuscarawas,Neutral
OH,Union,Neutral
OH,Van Wert,Defense
OH,Vinton,Defense
OH,Warren,Defense
OH,Washington,Neutral
OH,Wayne,Neutral
OH,Williams,Defense
OH,Wood,Neutral
OH,Wyandot,Defense
OK,Adair,Neutral
OK,Alfalfa,Defense
OK,Atoka,Plaintiff
OK,Beaver,Defense
OK,Beckham,Neutral
OK,Blaine,Defense
OK,Bryan,Plaintiff
OK,Caddo,Neutral
OK,Canadian,Defense
